TicketID,CustID,OrderID,ProductName,ProductCategory,CustFirstName,CustPhone,Status,IssueCategory,Issue,DateOpened,DateClosed,HoursTaken,FirstResponseTime,Replies,CustomerSatisfaction(%)
295,855,423,nulla dapibus dolor,Clothing,Daren,+1 813 923 6334,Closed,Part missing,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",49:00.0,26:00.0,8.62,17,,
296,206,978,in porttitor,Clothing,Rozalin,+1 318 480 9990,Open,Part missing,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11:00.0,50:00.0,19.65,5,,
297,395,180,augue aliquam erat,Cell Phones & Accessories,Mikaela,+1 212 326 6713,Closed,Info,Vivamus vestibulum sagittis sapien.,47:00.0,02:00.0,25.25,14,,
298,298,173,turpis,Toys & Games,Starla,+1 612 866 1625,Open,Part missing,Nulla tellus.,25:00.0,49:00.0,24.39,39,,
299,192,510,non pretium quis,Books,Ottilie,+1 971 219 9295,Open,Other,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",26:00.0,45:00.0,33.32,36,,
300,355,479,vivamus,Clothing,Preston,+1 330 475 2297,Open,Other,Vivamus vestibulum sagittis sapien.,54:00.0,22:00.0,1.46,9,,
301,885,736,curabitur convallis duis,Garden & Outdoor,Lauren,+1 515 732 2409,Open,Received the wrong product,Suspendisse ornare consequat lectus.,27:00.0,38:00.0,57.17,32,,
302,843,67,dolor sit,Industrial & Scientific,Dorey,+1 720 867 3990,Open,Damaged product,Duis bibendum. Morbi non quam nec dui luctus rutrum.,11:00.0,29:00.0,6.3,36,,
303,861,872,turpis integer,Toys & Games,Ernst,+1 210 631 7443,Open,Damaged product,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",46:00.0,15:00.0,48.49,28,,
304,857,925,odio elementum,Grocery & Gourmet Food,Arty,+1 716 337 6599,Open,Part missing,Duis bibendum. Morbi non quam nec dui luctus rutrum.,23:00.0,38:00.0,49.24,36,,
305,141,45,vivamus in,Toys & Games,Dania,+1 717 491 1948,Open,Other,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",15:00.0,29:00.0,10.24,8,,
306,950,692,convallis eget,Clothing,Meggie,+1 913 382 8531,Open,Different from product description,Nunc nisl.,17:00.0,10:00.0,40.89,32,,
307,842,513,in purus eu,Industrial & Scientific,Lexis,+1 646 591 7979,Open,Damaged product,Morbi a ipsum.,56:00.0,02:00.0,70.1,14,,
308,575,738,sapien dignissim vestibulum,Health,Morena,+1 661 952 7054,Open,Info,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",43:00.0,26:00.0,17.72,19,,
309,306,779,at velit,Household & Baby Care,Flss,+1 515 168 1863,Open,Part missing,In quis justo.,23:00.0,02:00.0,65.65,44,,
310,838,966,ultrices phasellus,Books,Monti,+1 910 722 5490,Open,Other,Aliquam quis turpis eget elit sodales scelerisque.,53:00.0,51:00.0,61.96,34,,
311,73,148,convallis nunc,Books,Bronnie,+1 704 490 3719,Open,Damaged product,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",00:00.0,39:00.0,32.65,23,,
312,886,281,metus sapien ut,Shoes and Jewelry,Britt,+1 517 252 5701,Open,Other,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,42:00.0,15:00.0,58.55,38,,
313,373,132,platea dictumst etiam,Clothing,Rosalinde,+1 714 966 6294,Open,Received the wrong product,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,56:00.0,44:00.0,5.81,16,,
314,605,308,est et,Industrial & Scientific,Dinny,+1 417 149 2847,Open,Damaged product,Nulla ut erat id mauris vulputate elementum.,34:00.0,44:00.0,45.16,13,,
315,213,56,pede,Books,Antonius,+1 619 219 1932,Open,Part missing,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",18:00.0,28:00.0,41.17,34,,
316,725,395,ligula pellentesque,Grocery & Gourmet Food,Brandea,+1 513 997 9693,Open,Info,Nulla facilisi.,51:00.0,31:00.0,44.66,24,,
317,488,540,quam,Books,Farrel,+1 717 648 1658,Open,Damaged product,In hac habitasse platea dictumst.,47:00.0,15:00.0,30.48,27,,
318,342,936,nam ultrices libero,Home & Kitchen,Rozalin,+1 801 864 2082,Open,Other,Phasellus id sapien in sapien iaculis congue.,11:00.0,48:00.0,43.61,25,,
319,621,412,vulputate justo,Home & Kitchen,Tedda,+1 312 823 3215,Closed,Received the wrong product,Quisque id justo sit amet sapien dignissim vestibulum.,25:00.0,14:00.0,45.81,38,,
320,884,910,mauris ullamcorper,Grocery & Gourmet Food,Margi,+1 412 619 4601,Open,Other,Cras pellentesque volutpat dui.,13:00.0,21:00.0,49.13,37,,
321,469,414,eget tincidunt,Beauty & Personal Care,Dory,+1 202 427 1530,Open,Other,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",21:00.0,11:00.0,43.83,10,,
322,92,906,sociis natoque penatibus,Electronics,Dwayne,+1 650 592 6936,Closed,Part missing,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",13:00.0,32:00.0,1.32,41,,
323,632,359,mauris ullamcorper,Books,Kaylil,+1 215 439 9090,Open,Part missing,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,56:00.0,46:00.0,58.83,18,,
324,168,203,lacinia aenean,Appliances,Shela,+1 917 401 5201,Open,Part missing,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",48:00.0,56:00.0,29.14,37,,
325,701,678,ipsum,Sports & Outdoors,Clara,+1 682 743 1677,Closed,Info,Phasellus sit amet erat.,05:00.0,36:00.0,13.52,38,,
326,319,324,morbi sem,Garden & Outdoor,Alleen,+1 317 419 2072,Open,Different from product description,Sed sagittis.,33:00.0,03:00.0,52.5,41,,
327,431,875,nibh in lectus,Sports & Outdoors,Demetria,+1 305 234 1765,Open,Different from product description,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,30:00.0,32:00.0,65.04,7,,
328,512,815,penatibus,Clothing,Angelico,+1 310 722 7979,Closed,Different from product description,Nulla mollis molestie lorem.,31:00.0,17:00.0,28.77,12,,
329,595,556,lorem quisque,Beauty & Personal Care,Vladamir,+1 513 375 0925,Closed,Received the wrong product,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,08:00.0,03:00.0,45.9,19,,
330,869,607,semper rutrum,Computers,Kris,+1 314 801 6139,Open,Damaged product,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",57:00.0,35:00.0,45.63,24,,
331,94,616,sit amet nunc,Electronics,Allegra,+1 225 368 6715,Open,Different from product description,Suspendisse potenti. In eleifend quam a odio.,12:00.0,06:00.0,27.9,21,,
332,685,461,iaculis diam erat,Books,Gianina,+1 832 747 6900,Open,Part missing,Donec vitae nisi.,23:00.0,03:00.0,60.67,32,,
333,42,659,ut dolor morbi,Health,Enrico,+1 518 737 8573,Open,Damaged product,Etiam vel augue.,56:00.0,03:00.0,58.13,36,,
334,296,47,lectus,Electronics,Lotti,+1 650 613 9357,Open,Other,Sed ante.,10:00.0,05:00.0,30.92,34,,
335,446,515,nullam sit,Toys & Games,Carlos,+1 254 174 8495,Open,Damaged product,Phasellus in felis. Donec semper sapien a libero.,14:00.0,54:00.0,52.67,39,,
336,156,997,posuere,Toys & Games,Cale,+1 806 894 7831,Open,Info,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,35:00.0,57:00.0,33.36,29,,
337,864,848,tincidunt nulla mollis,Electronics,Si,+1 347 901 6953,Closed,Info,Aenean auctor gravida sem.,36:00.0,02:00.0,18.44,39,,
338,76,923,cursus id,Grocery & Gourmet Food,Major,+1 813 950 1520,Open,Part missing,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",39:00.0,35:00.0,62.93,19,,
339,451,311,phasellus,Home & Kitchen,Nollie,+1 915 911 9264,Closed,Info,Morbi quis tortor id nulla ultrices aliquet.,48:00.0,38:00.0,67.83,15,,
340,304,459,feugiat,Garden & Outdoor,Skylar,+1 860 415 0281,Open,Part missing,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,18:00.0,23:00.0,7.09,12,,
341,784,553,erat eros viverra,Cell Phones & Accessories,Nigel,+1 214 720 8205,Closed,Part missing,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",27:00.0,34:00.0,33.12,34,,
342,149,673,in congue,Home & Kitchen,Feliza,+1 434 589 3882,Open,Damaged product,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,47:00.0,50:00.0,69.04,25,,
343,586,341,volutpat,Home & Kitchen,Brietta,+1 213 285 2635,Open,Info,Duis bibendum.,08:00.0,43:00.0,14.58,22,,
344,247,246,vitae nisi nam,Home & Kitchen,Franzen,+1 281 612 7107,Closed,Info,Duis mattis egestas metus. Aenean fermentum.,21:00.0,06:00.0,13.74,44,,
345,771,487,pulvinar sed,Beauty & Personal Care,Parry,+1 303 277 8445,Open,Part missing,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,22:00.0,,,16,,
346,127,652,dapibus duis at,Toys & Games,Shae,+1 702 189 0462,Open,Damaged product,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",34:00.0,45:00.0,11.18,5,,
347,204,219,at,Electronics,Suellen,+1 303 380 9480,Open,Damaged product,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",20:00.0,21:00.0,20.02,9,,
348,227,200,mi integer,Industrial & Scientific,Rosie,+1 941 101 2016,Open,Info,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,13:00.0,43:00.0,24.49,15,,
349,714,457,sapien in sapien,Electronics,Tonya,+1 330 351 0781,Open,Part missing,Nulla justo.,18:00.0,46:00.0,30.48,33,,
350,352,724,eget,Computers,Mal,+1 971 829 5400,Open,Received the wrong product,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,30:00.0,41:00.0,58.19,12,,
351,604,890,dui,Toys & Games,Gerrie,+1 205 331 0796,Open,Different from product description,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",37:00.0,14:00.0,30.62,26,,
352,664,412,ultricies eu nibh,Computers,Kayne,+1 602 738 0836,Closed,Different from product description,Curabitur at ipsum ac tellus semper interdum.,44:00.0,47:00.0,62.06,34,,
353,36,623,vel,Shoes and Jewelry,Samantha,+1 623 475 6277,Open,Part missing,In eleifend quam a odio.,35:00.0,42:00.0,47.11,36,,
354,356,49,aliquam,Garden & Outdoor,Jourdan,+1 602 311 7009,Open,Different from product description,Suspendisse potenti. In eleifend quam a odio.,53:00.0,18:00.0,1.41,23,,
355,409,414,morbi non,Industrial & Scientific,Janene,+1 303 236 2541,Open,Info,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",23:00.0,19:00.0,57.93,23,,
356,280,450,praesent lectus vestibulum,Household & Baby Care,Hernando,+1 214 870 4243,Open,Other,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",38:00.0,06:00.0,48.47,34,,
357,332,873,curae,Sports & Outdoors,Jessie,+1 786 885 6170,Open,Received the wrong product,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",14:00.0,22:00.0,60.13,21,,
358,767,799,a suscipit nulla,Toys & Games,Catha,+1 469 992 2600,Open,Part missing,Duis bibendum. Morbi non quam nec dui luctus rutrum.,57:00.0,02:00.0,65.08,7,,
359,593,113,mauris lacinia,Shoes and Jewelry,Nels,+1 315 820 6897,Open,Part missing,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",10:00.0,26:00.0,34.26,6,,
360,248,916,sociis natoque,Sports & Outdoors,Iggie,+1 832 915 4964,Open,Other,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,51:00.0,12:00.0,68.35,7,,
361,65,849,platea dictumst,Beauty & Personal Care,Gaultiero,+1 501 589 6867,Open,Other,Mauris lacinia sapien quis libero.,11:00.0,38:00.0,24.45,15,,
362,599,551,lobortis ligula sit,Grocery & Gourmet Food,Reggie,+1 910 244 0563,Open,Other,Mauris lacinia sapien quis libero.,52:00.0,05:00.0,1.22,6,,
363,220,102,ipsum primis in,Beauty & Personal Care,Mozelle,+1 210 875 5752,Open,Info,Duis bibendum.,45:00.0,32:00.0,46.78,33,,
364,306,355,platea dictumst aliquam,Health,Flss,+1 515 168 1863,Open,Received the wrong product,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",18:00.0,14:00.0,67.93,37,,
365,786,594,vivamus in,Toys & Games,Rodie,+1 843 689 2595,Open,Received the wrong product,Phasellus in felis. Donec semper sapien a libero.,46:00.0,27:00.0,9.69,39,,
366,343,210,dui,Toys & Games,Flynn,+1 540 224 7572,Open,Received the wrong product,Nulla mollis molestie lorem. Quisque ut erat.,18:00.0,26:00.0,25.13,8,,
367,334,578,proin eu,Health,Kellsie,+1 801 677 0860,Open,Different from product description,In hac habitasse platea dictumst.,42:00.0,41:00.0,56.99,7,,
368,751,673,duis at velit,Sports & Outdoors,Dolli,+1 208 152 8864,Closed,Other,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,38:00.0,31:00.0,12.88,16,,
369,152,702,dui,Shoes and Jewelry,Valaree,+1 205 560 8317,Closed,Damaged product,Aenean lectus. Pellentesque eget nunc.,39:00.0,22:00.0,45.71,33,,
370,312,620,vivamus vel,Health,Kiele,+1 954 848 7884,Open,Info,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",45:00.0,27:00.0,45.71,39,,
371,1,872,dictumst,Home & Kitchen,Giordano,+1 817 656 5620,Open,Different from product description,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",43:00.0,59:00.0,60.28,22,,
372,361,36,augue,Computers,Jolene,+1 701 180 0616,Open,Part missing,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",30:00.0,39:00.0,31.15,23,,
373,663,621,luctus nec molestie,Sports & Outdoors,Deidre,+1 401 925 0182,Open,Different from product description,Praesent lectus.,43:00.0,01:00.0,71.3,26,,
374,71,807,dictumst,Clothing,Penni,+1 419 134 5509,Open,Received the wrong product,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,51:00.0,16:00.0,19.42,19,,
375,861,46,elementum nullam,Toys & Games,Ernst,+1 210 631 7443,Open,Received the wrong product,Nullam varius. Nulla facilisi.,21:00.0,26:00.0,51.08,38,,
376,781,275,sit amet diam,Grocery & Gourmet Food,Woodman,+1 713 168 9382,Open,Info,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",36:00.0,17:00.0,23.68,6,,
377,68,626,consequat varius integer,Electronics,Yovonnda,+1 205 425 3074,Closed,Info,Nunc rhoncus dui vel sem.,26:00.0,29:00.0,22.06,8,,
378,592,655,massa id nisl,Industrial & Scientific,Maryjo,+1 304 379 3606,Open,Received the wrong product,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",23:00.0,42:00.0,21.32,16,,
379,567,242,luctus et,Clothing,Gustave,+1 202 924 4828,Open,Other,Phasellus sit amet erat.,25:00.0,51:00.0,67.43,43,,
380,313,282,at nulla,Beauty & Personal Care,Bart,+1 205 810 9935,Open,Other,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,18:00.0,53:00.0,49.57,7,,
381,560,724,ante vivamus,Electronics,Yuri,+1 202 975 2386,Closed,Different from product description,Integer tincidunt ante vel ipsum.,58:00.0,57:00.0,33.98,34,,
382,467,745,et,Household & Baby Care,Gordy,+1 502 367 7360,Closed,Different from product description,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",42:00.0,10:00.0,48.47,32,,
383,752,638,volutpat in congue,Household & Baby Care,Andrew,+1 607 938 3481,Open,Damaged product,Aliquam erat volutpat.,53:00.0,39:00.0,39.77,7,,
384,864,458,primis in,Sports & Outdoors,Si,+1 347 901 6953,Open,Damaged product,Nunc rhoncus dui vel sem.,39:00.0,29:00.0,34.84,35,,
385,422,1,proin,Clothing,Bernardina,+1 801 588 6839,Closed,Damaged product,Nunc purus.,11:00.0,13:00.0,48.04,20,,
386,503,571,sagittis dui vel,Electronics,Pierrette,+1 614 226 1722,Open,Part missing,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",45:00.0,55:00.0,43.17,21,,
387,578,92,erat nulla,Toys & Games,Dagmar,+1 602 136 8066,Open,Other,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",19:00.0,40:00.0,40.35,34,,
388,845,363,id,Computers,Theo,+1 859 205 9677,Open,Different from product description,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",32:00.0,47:00.0,60.26,11,,
389,150,443,amet,Cell Phones & Accessories,Candi,+1 212 197 1029,Open,Info,Etiam pretium iaculis justo.,45:00.0,44:00.0,60.99,40,,
390,465,315,sociis natoque,Computers,Danielle,+1 414 479 3857,Open,Info,Etiam pretium iaculis justo.,03:00.0,00:00.0,58.96,37,,
391,511,821,rhoncus,Computers,Harmonia,+1 831 260 6750,Open,Part missing,Fusce consequat. Nulla nisl.,00:00.0,41:00.0,30.68,44,,
392,626,334,eu est congue,Computers,Judy,+1 608 730 8889,Open,Part missing,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",16:00.0,50:00.0,42.56,23,,
393,462,425,morbi sem,Garden & Outdoor,Marmaduke,+1 972 243 8550,Open,Other,Etiam pretium iaculis justo.,31:00.0,34:00.0,3.05,27,,
394,498,570,ipsum primis in,Industrial & Scientific,Broddie,+1 720 209 7700,Open,Damaged product,Sed accumsan felis. Ut at dolor quis odio consequat varius.,07:00.0,35:00.0,8.46,36,,
395,387,942,suscipit nulla elit,Toys & Games,Ivory,+1 484 247 1364,Open,Received the wrong product,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",16:00.0,15:00.0,61.99,18,,
396,741,299,montes nascetur ridiculus,Cell Phones & Accessories,Irwin,+1 269 229 2781,Open,Received the wrong product,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,23:00.0,20:00.0,11.96,26,,
397,162,270,sit amet nunc,Electronics,Isaak,+1 614 384 8488,Open,Part missing,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",10:00.0,09:00.0,63.98,19,,
398,697,804,ac tellus,Computers,Pietrek,+1 208 527 2054,Open,Part missing,Nulla mollis molestie lorem. Quisque ut erat.,51:00.0,05:00.0,19.24,7,,
399,236,290,blandit,Clothing,Alyson,+1 201 397 8857,Open,Received the wrong product,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,39:00.0,23:00.0,48.74,35,,
400,246,98,orci nullam molestie,Household & Baby Care,Winnie,+1 617 979 0013,Closed,Info,Suspendisse potenti.,47:00.0,54:00.0,64.12,43,,
401,750,736,leo odio porttitor,Shoes and Jewelry,Bevan,+1 757 914 8539,Open,Other,Etiam vel augue.,45:00.0,39:00.0,30.9,30,,
402,259,190,pretium nisl ut,Toys & Games,Jonah,+1 334 202 5452,Open,Info,Duis consequat dui nec nisi volutpat eleifend.,50:00.0,44:00.0,10.91,7,,
403,824,172,odio consequat varius,Clothing,Jarrod,+1 360 360 7868,Open,Part missing,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",00:00.0,29:00.0,37.49,6,,
404,836,100,non,Shoes and Jewelry,Arne,+1 626 932 1683,Open,Damaged product,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",47:00.0,53:00.0,23.1,38,,
405,798,668,vel pede,Industrial & Scientific,Kinnie,+1 646 858 2483,Open,Part missing,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",46:00.0,05:00.0,71.3,9,,
406,442,295,et commodo vulputate,Computers,Ron,+1 202 263 7803,Open,Received the wrong product,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",27:00.0,21:00.0,10.9,20,,
407,781,808,consectetuer adipiscing elit,Clothing,Woodman,+1 713 168 9382,Open,Part missing,Nulla facilisi.,23:00.0,09:00.0,12.77,22,,
408,999,980,lacinia nisi,Home & Kitchen,Barr,+1 205 866 9825,Open,Other,Donec ut dolor.,15:00.0,58:00.0,8.71,37,,
409,221,547,duis,Appliances,Fredra,+1 281 844 2743,Closed,Damaged product,Curabitur gravida nisi at nibh.,43:00.0,45:00.0,64.02,21,,
410,894,207,proin,Health,Lannie,+1 602 275 3962,Closed,Damaged product,Duis mattis egestas metus. Aenean fermentum.,26:00.0,12:00.0,29.75,6,,
411,712,809,convallis,Health,Aileen,+1 217 204 4745,Closed,Damaged product,In sagittis dui vel nisl. Duis ac nibh.,01:00.0,28:00.0,9.44,14,,
412,232,704,a suscipit,Grocery & Gourmet Food,Lorena,+1 812 851 7635,Open,Damaged product,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",46:00.0,50:00.0,32.07,14,,
413,556,575,amet cursus id,Grocery & Gourmet Food,Saleem,+1 616 656 9715,Open,Other,Suspendisse potenti.,26:00.0,51:00.0,31.42,31,,
414,256,131,lobortis ligula sit,Clothing,Conrade,+1 504 340 9168,Open,Different from product description,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,05:00.0,29:00.0,64.4,5,,
415,759,450,curabitur in,Appliances,Clarissa,+1 615 718 8477,Open,Other,Suspendisse ornare consequat lectus.,01:00.0,24:00.0,20.38,10,,
416,952,434,parturient,Electronics,Cayla,+1 323 228 1178,Open,Other,Sed accumsan felis.,30:00.0,45:00.0,71.26,12,,
417,498,322,hac habitasse,Computers,Broddie,+1 720 209 7700,Open,Received the wrong product,Morbi non quam nec dui luctus rutrum. Nulla tellus.,23:00.0,16:00.0,19.89,12,,
418,270,763,turpis integer,Toys & Games,Gibby,+1 319 834 5700,Open,Other,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",04:00.0,41:00.0,70.61,8,,
419,581,913,ultricies,Cell Phones & Accessories,Dave,+1 305 134 0641,Open,Damaged product,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",08:00.0,43:00.0,50.57,20,,
420,371,936,eu tincidunt,Cell Phones & Accessories,Imelda,+1 816 178 8119,Open,Received the wrong product,Integer ac leo. Pellentesque ultrices mattis odio.,57:00.0,32:00.0,49.59,44,,
421,485,643,vel dapibus,Cell Phones & Accessories,Murray,+1 520 735 8385,Closed,Different from product description,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",13:00.0,56:00.0,18.71,43,,
422,553,722,porttitor lacus,Computers,Teddie,+1 321 616 0905,Open,Received the wrong product,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",10:00.0,17:00.0,23.12,42,,
423,48,888,nam,Sports & Outdoors,Park,+1 229 894 6380,Open,Other,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,29:00.0,21:00.0,7.87,6,,
424,682,260,rhoncus dui vel,Clothing,Liana,+1 757 195 4369,Open,Damaged product,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",46:00.0,18:00.0,55.53,26,,
425,478,961,in,Books,Luella,+1 561 451 9372,Open,Different from product description,Nullam molestie nibh in lectus.,55:00.0,48:00.0,3.88,25,,
426,154,591,lectus suspendisse potenti,Cell Phones & Accessories,Clerc,+1 626 882 7068,Open,Info,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,00:00.0,03:00.0,8.06,30,,
427,667,412,sit amet justo,Beauty & Personal Care,Casey,+1 703 163 2412,Open,Received the wrong product,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",48:00.0,51:00.0,38.06,8,,
428,230,700,mauris sit,Shoes and Jewelry,Meredith,+1 325 514 3768,Closed,Received the wrong product,Sed ante. Vivamus tortor.,43:00.0,37:00.0,51.91,33,,
429,990,108,posuere,Grocery & Gourmet Food,Shaylynn,+1 520 852 6889,Open,Other,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",40:00.0,27:00.0,14.78,28,,
430,66,41,tristique,Toys & Games,Frannie,+1 501 495 8908,Open,Received the wrong product,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,37:00.0,15:00.0,54.64,36,,
431,350,785,fermentum justo,Household & Baby Care,Broderick,+1 714 666 0871,Open,Other,Proin risus.,36:00.0,35:00.0,44.98,16,,
432,521,158,etiam,Beauty & Personal Care,Tobin,+1 334 475 4871,Open,Part missing,Praesent blandit lacinia erat.,49:00.0,52:00.0,29.04,37,,
433,420,155,non sodales sed,Clothing,Efren,+1 850 921 1407,Open,Part missing,Nunc purus. Phasellus in felis.,36:00.0,19:00.0,48.7,26,,
434,152,49,felis ut at,Garden & Outdoor,Valaree,+1 205 560 8317,Open,Part missing,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",51:00.0,46:00.0,58.92,15,,
435,425,865,in,Appliances,Lyndell,+1 210 413 0902,Open,Info,Aliquam erat volutpat.,11:00.0,39:00.0,28.47,39,,
436,1,912,semper rutrum,Computers,Giordano,+1 817 656 5620,Open,Damaged product,Proin interdum mauris non ligula pellentesque ultrices.,07:00.0,21:00.0,49.24,32,,
437,516,688,turpis,Toys & Games,Ian,+1 602 525 4046,Open,Part missing,Suspendisse accumsan tortor quis turpis.,46:00.0,12:00.0,42.43,17,,
438,494,791,luctus et,Cell Phones & Accessories,Vilhelmina,+1 203 633 0102,Open,Received the wrong product,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",23:00.0,55:00.0,38.54,44,,
439,482,387,lectus,Health,Jada,+1 281 471 2023,Open,Damaged product,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11:00.0,53:00.0,65.7,17,,
